"quasi"	"cmpcode"	"cmpdomain"
"To empower forces of moderation, America must live up to our values, respect civil liberties, reject torture, and lead by example."	107	"1"
"We will make every effort to export hope and opportunity–access to education that opens minds to tolerance, not extremism; secure food and water supplies; and health care, trade, capital, and investment."	107	"1"
"We will provide steady support for political reformers, democratic institutions, and civil society that is necessary to uphold human rights and build respect for the rule of law."	202	"2"
"Secure the Homeland"	NA	NA
"Here at home, we will strengthen our security and protect the critical infrastructure on which the entire world depends."	601	"6"
"We will fully fund and implement the recommendations of the bipartisan 9-11 Commission."	601	"6"
"We will spend homeland security dollars on the basis of risk."	601	"6"
"This means investing more resources to defend mass transit, closing the gaps in our aviation security by  screening all cargo on passenger airliners and checking all passengers against a reliable and comprehensive watch list, and upgrading plant security and port security by ensuring that cargo is screened for radiation."	601	"6"
"To ensure that resources are targeted, we will establish a Quadrennial Review at the Department of Homeland Security to undertake a top to bottom assessment of the threats we face and our ability to confront them."	601	"6"
"And we will develop a comprehensive National Infrastructure Protection Plan that draws on both local know-how and national priorities."	601	"6"
"We will ensure direct coordination with state, local, and tribal jurisdictions so that first responders are always resourced and prepared."	601	"6"
"Pursue Intelligence Reform"	NA	NA
"To succeed, our homeland security and counter-terrorism actions must be linked to an intelligence community that deals effectively with the threats we face."	601	"6"
"Today, we rely largely on the same institutions and practices that were in place before 9-11."	601	"6"
"Barack Obama will depoliticize intelligence by appointing a Director of National Intelligence with a fixed term, create a bipartisan Consultative Group of congressional leaders on national security, and establish a National Declassification Center to ensure openness."	601	"6"
"To keep pace with highly adaptable enemies, we need technologies and practices that enable us to efficiently collect and share information within and across our intelligence agencies."	411	"4"
"We must invest still more in human intelligence and deploy additional trained operatives with specialized knowledge of local cultures and languages."	411	"4"
"And we will institutionalize the practice of developing competitive assessments of critical threats and strengthen our methodologies of analysis."	601	"6"
"Preventing the Spread and Use of Weapons of Mass Destruction"	NA	NA
"We will urgently seek to reduce dramatically the risks from three potentially catastrophic threats: nuclear weapons, biological attacks, and cyber warfare."	601	"6"
"In an age of terrorism, these dangers take on new dimensions."	601	"6"
"Nuclear, biological, and cyber attacks all pose the potential for large-scale damage and destruction to our people, to our economy and to our way of life."	601	"6"
"The capacity to inflict such damage is spreading not only to other countries, but also potentially to terrorist groups."	601	"6"
"A World Without Nuclear Weapons"	NA	NA
"America will seek a world with no nuclear weapons and take concrete actions to move in this direction."	107	"1"
"We face the growing threat of terrorists acquiring nuclear weapons or the materials to make them, as more countries seek nuclear weapons and nuclear materials remain unsecured in too many places."	107	"1"
"As George Shultz, Bill Perry, Henry Kissinger, and Sam Nunn have warned, current measures are not adequate to address these dangers."	305	"3"
"We will maintain a strong and reliable deterrent as long as nuclear weapons exist, but America will be safer in a world that is reducing reliance on nuclear weapons and ultimately eliminates all of them."	107	"1"
"We will make the goal of eliminating nuclear weapons worldwide a central element of U.S. nuclear weapons policy."	107	"1"
"Secure Nuclear Weapons and the Materials to Make Them"	NA	NA
"We will work with other nations to secure, eliminate, and stop the spread of nuclear weapons and materials to dramatically reduce the dangers to our nation and the world."	107	"1"
"There are nuclear weapons materials in 40 countries, and we will lead a global effort to work with other countries to secure all nuclear weapons material at vulnerable sites within four years."	107	"1"
"We will work with nations to increase security for nuclear weapons."	107	"1"
"We will convene a summit in 2009 (and regularly thereafter) of leaders of Permanent Members of the U.N. Security Council and other key countries to agree on implementing many of these measures on a global basis."	107	"1"
"End the Production of Fissile Material"	NA	NA
"We will negotiate a verifiable global ban on the production of fissile material for nuclear weapons."	107	"1"
"We will work to prevent the spread of nuclear weapons technology so that countries cannot build–or come to the brink of building–a weapons program under the guise of developing peaceful nuclear power."	107	"1"
"We will seek to double the International Atomic Energy Agency’s budget, support the creation of an IAEA- controlled nuclear fuel bank to guarantee fuel supply to countries that do not build enrichment facilities, and work to strengthen the Nuclear Non-Proliferation Treaty."	107	"1"
"End Cold War Nuclear Postures"	NA	NA
"To enhance our security and help meet our commitments under the Non-Proliferation Treaty, we will seek deep, verifiable reductions in United States and Russian nuclear weapons and work with other nuclear powers to reduce global stockpiles dramatically."	107	"1"
"We will work with Russia to take as many weapons as possible off Cold War, quick-launch status, and extend key provisions of the START Treaty, including its essential monitoring and verification requirements."	107	"1"
"We will not develop new nuclear weapons, and will work to create a bipartisan consensus to support ratification of the Comprehensive Nuclear Test Ban Treaty, which will strengthen the NPT and aid international monitoring of nuclear activities."	107	"1"
"Prevent Iran from Acquiring Nuclear Weapons"	NA	NA
"The world must prevent Iran from acquiring nuclear weapons."	107	"1"
"That starts with tougher sanctions and aggressive, principled, and direct high-level diplomacy, without preconditions."	107	"1"
"We will pursue this strengthened diplomacy alongside our European allies, and with no illusions about the Iranian regime."	107	"1"
"We will present Iran with a clear choice: if you abandon your nuclear weapons program, support for terror, and threats to Israel, you will receive meaningful incentives; so long as you refuse, the United States and the international community will further ratchet up the pressure, with stronger unilateral sanctions; stronger multilateral sanctions inside and outside the U.N. Security Council, and sustained action to isolate the Iranian regime."	107	"1"
"The Iranian people and the international community must know that it is Iran, not the United States, choosing isolation over cooperation."	107	"1"
"By going the extra diplomatic mile, while keeping all options on the table, we make it more likely the rest of the world will stand with us to increase pressure on Iran, if diplomacy is failing."	107	"1"
"De-Nuclearize North Korea"	NA	NA
"We support the belated diplomatic effort to secure a verifiable end to North Korea’s nuclear weapons program and to fully account for and secure any fissile material or weapons North  Korea has produced to date."	107	"1"
"We will continue direct diplomacy and are committed to working with our partners through the six-party talks to ensure that all agreements are fully implemented in the effort to achieve a verifiably nuclear-free Korean peninsula."	107	"1"
"Biological and Chemical Weapons"	NA	NA
"We will strengthen U.S. intelligence collection overseas to identify and interdict would-be bioterrorists before they strike."	104	"1"
"We will also build greater capacity to mitigate the consequences of bio-terror attacks, ensuring that the federal government does all it can to get citizens the information and resources they need to help protect themselves and their families."	104	"1"
"We will accelerate the development of new medicines, vaccines, and production capabilities, and lead an international effort to detect and diminish the impact of major infectious disease epidemics."	411	"4"
"And we will fully fund our contribution to the Organization for the Prohibition of Chemical Weapons and work to ensure that remaining stockpiles of chemical weapons are destroyed swiftly, safely, and securely."	107	"1"
"Stronger Cyber-Security"	NA	NA
"We will work with private industry, the research community and our citizens, to build a trustworthy and accountable cyber-infrastructure that is resilient, protects America’s competitive advantage, and advances our national and homeland security."	411	"4"
"Revitalizing and Supporting the Military, Keeping Faith With Veterans"	NA	NA
"To renew American leadership in the world, we must revitalize our military."	104	"1"
"A strong military is, more than anything, necessary to sustain peace."	106	"1"
"Ending the war in Iraq will be the beginning, but not the end, of addressing our defense challenges."	104	"1"
"We will use this moment both to rebuild our military and to prepare it for the missions of the future."	104	"1"
"We must retain the capacity to swiftly defeat any conventional threat to our country and our vital interests."	104	"1"
"But we must also become better prepared to take on foes that fight asymmetrical and highly adaptive campaigns on a global scale."	104	"1"
"We will not hesitate to use force to protect the American people or our vital interests whenever we are attacked or imminently threatened."	104	"1"
"But we will use our armed forces wisely, with others when we can, unilaterally when we must."	107	"1"
"When we send our men and women into harm’s way, we must clearly define the mission, listen to the advice of our military commanders, objectively evaluate intelligence, and ensure that our troops have the strategy, resources, and support they need to prevail."	104	"1"
"We believe we must also be willing to consider using military force in circumstances beyond self-defense in order to provide for the common security that underpins global stability–to support friends, participate in stability and reconstruction operations, or confront mass atrocities."	104	"1"
"But when we do use force in situations other than self-defense, we should make every effort to garner the clear support and participation of others."	107	"1"
"The consequences of forgetting that lesson in the context of the current conflict in Iraq have been grave."	107	"1"
"Expand the Armed Forces"	NA	NA
"We support plans to increase the size of the Army by 65,000 troops and the Marines by 27,000 troops."	104	"1"
"Increasing our end strength will help units retrain and re-equip properly between deployments and decrease the strain on military families."	104	"1"
"Recruit and Retain"	NA	NA
"A nation of 300 million people should not struggle to find additional qualified personnel to serve."	104	"1"
"Recruitment and retention problems have been swept under the rug, including by applying inconsistent standards and using the “Stop Loss” program to keep our servicemen and women in the force after their enlistment has expired."	104	"1"
"We will reach out to youth, as well as to the parents, teachers, coaches, and community and religious leaders who influence them, and make it an imperative to restore the ethic of public service, whether it be serving their local communities in such roles as teachers or first responders, or serving in the military and reserve forces or diplomatic corps that keep our nation free and safe."	104	"1"
"Rebuild the Military for 21st-Century Tasks"	NA	NA
"We will rebuild our armed forces to meet the full spectrum needs of the new century."	104	"1"
"We will strongly support efforts to: build up our special operations forces, civil affairs, information operations, engineers, foreign area officers, and other units and capabilities that remain in chronic short supply; invest in foreign language training, cultural awareness, human intelligence, and other needed counter-insurgency and stabilization skill sets; and create a specialized military advisor corps, which will enable us to better build up local allies’ capacities to take on mutual threats."	104	"1"
"We also will ensure that military personnel have sufficient training time before they are sent into battle."	104	"1"
"This is not the case at the moment, when American forces are being rushed to Iraq and Afghanistan, often with less individual and unit training than is required."	104	"1"
"Develop Civilian Capacity to Promote Global Stability and Improve Emergency Response"	NA	NA
"We will build the capacity of U.S. civilian agencies to deploy personnel and area experts where they are needed, so that we no longer have to ask our men and women in uniform to perform non-military functions."	601	"6"
"The creation of a volunteer Civilian Assistance Corps of skilled experts (e.g., doctors, lawyers, engineers, city planners, agriculture specialists, police) who are pre-trained and willing to aid in emergencies will involve more Americans in public service and provide our nation with a pool of talent to assist America in times of need at home and abroad."	601	"6"
"Do Right by Our Veterans and Their Families"	NA	NA
"We believe that every service member is a hero who deserves our respect and gratitude, not just on Veterans Day or Memorial Day, but every day."	104	"1"
"When they put on their uniforms, these service members all become all of our daughters and all of our sons, and it is time we started treating them as such."	104	"1"
"As the shameful events at Walter Reed hospital and the recent reports on growing numbers of homeless and unemployed veterans show, this Administration that has asked so much of them has not repaid their sacrifice."	104	"1"
"We will build a 21st century Department of Veterans Affairs that reflects the reality of America’s all volunteer military and has the resources, without returning every year to fight the same battles, to uphold America’s sacred trust with our veterans."	104	"1"
"We will make sure that members of our Armed Forces have a fair shot at the American Dream by implementing the new GI Bill."	104	"1"
"We will ensure that every veteran has access to quality health care for injuries both physical and mental, and we will require that health professionals screen all service members upon their return from combat."	104	"1"
"We will aggressively address Post-Traumatic Stress Disorder and Traumatic Brain Injury."	104	"1"
"We will work to ensure that every veteran receives the benefits he or she has earned and the assistance he or she needs by making the disability benefits process more fair, efficient, and equitable."	104	"1"
"We will dramatically reduce the backlog of disability claims."	104	"1"
"We will combat homelessness, unemployment, and underemployment among veterans and improve the transition for servicemen between the Departments of Defense and Veterans Affairs."	104	"1"
"We will continue to honor our promises to all veterans, including the Filipino veterans, especially with regards to citizenship and family reunification."	104	"1"
"Lift Burdens on Our Troops and Their Families"	NA	NA
"We must better support those families of whom we are asking so much."	104	"1"
"We will create a Military Families Advisory Board to help identify and develop practical policies to ease the burden on spouses and families."	104	"1"
"We will protect our military families from losing their homes to foreclosure."	104	"1"
"We will work for pay parity so that compensation for military service is more in line with that of the private sector."	104	"1"
"We will end the stop-loss and reserve recall policies that allow an individual to be forced to remain on active duty well after his or her enlistment has expired, and we will establish regularity in deployments so that active duty and reserve troops know what they must expect and their families can plan for it."	104	"1"
"Support the Readiness of the Guard and Reserve"	NA	NA
"Democrats will provide the National Guard with the equipment it needs for foreign and domestic emergencies and provide time and support to restore and refit between deployments."	104	"1"
"We will also ensure that reservists and Guard members are treated fairly when it comes to employment, health, education benefits, deployment, and reintegration."	104	"1"
"We will do this by adequately funding reintegration programs to assist returning service members and by enforcing the Service Members Civil Relief Act and the Uniformed Service Employment Rights and Readjustment Act, laws too often observed in the breach today."	104	"1"
"To ensure that the concerns of our citizen soldiers reach the level they mandate, Democrats will elevate the Chief of the National Guard to be a member of the Joint Chiefs of Staff."	104	"1"
"Allow All Americans to Serve"	NA	NA
"We will also put national security above divisive politics."	705	"7"
"More than 12,500 service men and women have been discharged on the basis of sexual orientation since the “Don’t Ask, Don’t Tell” policy was implemented, at a cost of over $360 million."	705	"7"
"Many of those forced out had special skills in high demand, such as translators, engineers, and pilots."	705	"7"
"At a time when the military is having a tough time recruiting and retaining troops, it is wrong to deny our country the service of brave, qualified people."	705	"7"
"We support the repeal of “Don’t Ask Don’t Tell” and the implementation of policies to allow qualified men and women to serve openly regardless of sexual orientation"	705	"7"
"Reform Contracting Practices and Make Contractors Accountable"	NA	NA
"We believe taxpayer dollars should be spent to invest in our fighting men and women, not to fatten the pockets of private companies."	104	"1"
"We will instruct the Defense and State Departments to develop a strategy for determining when contracting makes sense, and when certain functions are “inherently governmental” and should not be contracted out."	303	"3"
"We will establish the legal status of contractor personnel, making possible prosecution of any abuses committed by private military contractors, and create a system of improved oversight and management, so that government can restore honesty, openness, and efficiency to contracting and procurement."	304	"3"
"Working for Our Common Security"	NA	NA
"To renew American leadership in the world, we will rebuild the alliances, partnerships, and institutions necessary to confront common threats and enhance common security."	107	"1"
"Needed reform of these alliances and institutions will not come by bullying other countries to ratify American demands."	107	"1"
"It will come when we convince other governments and peoples that they too have a stake in effective partnerships."	107	"1"
"It is only leadership if others join America in working toward our common security."	107	"1"
"Too often, in recent years, we have sent the opposite signal to our international partners."	305	"3"
"In the case of Europe, we dismissed European reservations about the wisdom and necessity of the Iraq war and their concerns about climate change."	305	"3"
"In Asia, we belittled South Korean efforts to improve relations with the North."	305	"3"
"In Latin America, from Mexico to Argentina, we failed to address concerns about immigration and equity and economic growth."	305	"3"
"In Africa, we have allowed genocide to persist for over five years in Darfur and have not done nearly enough to answer the United Nation’s call for more support to stop the killing."	305	"3"
"Under Barack Obama, we will rebuild our ties to our allies in Europe and Asia and strengthen our partnerships throughout the Americas and Africa."	305	"3"
"Support Africa’s Democratic Development"	NA	NA
"U.S. engagement with Africa should reflect its vital significance to the U.S. as well as its  emerging role in the global economy."	107	"1"
"We recognize Africa’s promise as a trade and investment partner and the importance of policies that can contribute to sustainable economic growth, job creation, and poverty alleviation."	107	"1"
"We are committed to bringing the full weight of American leadership to bear in unlocking the spirit of entrepreneurship and economic independence that is sweeping across markets of Africa."	107	"1"
"We believe that sustainable economic growth and development will mitigate and even help to reverse such chronic and debilitating challenges as poverty, hunger, conflict, and HIV/AIDS."	107	"1"
"We are committed to bringing the full weight of American leadership to bear to work in partnership with Africa to confront these crises."	107	"1"
"We will work with the United Nations and Africa’s regional organizations to prevent and resolve conflict and to build the capacity of Africa’s weak and failing states."	107	"1"
"We must respond effectively when there is a humanitarian crisis–particularly at this moment in Sudan where genocide persists in Darfur and the Comprehensive Peace Agreement is threatened."	106	"1"
"Many African countries have embraced democratization and economic liberalization."	107	"1"
"We will help strengthen Africa’s democratic development and respect for human rights, while encouraging political and economic reforms that result in improved transparency and accountability."	107	"1"
"We will defend democracy and stand up for rule of law when it is under assault, such as in Zimbabwe."	107	"1"
"Recommit to an Alliance of the Americas"	NA	NA
"We recognize that the security and prosperity of the United States is fundamentally tied to the future of the Americas."	101	"1"
"We believe that in the 21 st century, the U.S. must treat Latin America and the Caribbean as full partners, just as our neighbors to the south should reject the bombast of authoritarian bullies."	101	"1"
"Our relationship with Canada, our long-time ally, should be strengthened and enhanced."	101	"1"
"An alliance of the Americas will only succeed if it is founded on the bedrock of mutual respect and works to advance democracy, opportunity, and security from the bottom-up."	101	"1"
"We must turn the page on the arrogance in Washington and the anti-Americanism across the region that stands in the way of progress."	101	"1"
"We must work with close partners like Mexico, Brazil, and Colombia on issues like ending the drug trade, fighting poverty and inequality, and immigration."	101	"1"
"We must work with the Caribbean community to help restore stability and the rule of law to Haiti, to improve the lives of its people, and to strengthen its democracy."	101	"1"
"And we must build ties to the people of Cuba and help advance their liberty by allowing unlimited family visits and remittances to the island, while presenting the Cuban regime with a clear choice: if it takes significant steps toward democracy, beginning with the unconditional release of all political prisoners, we will be prepared to take steps to begin normalizing relations."	101	"1"
"Lead in Asia"	NA	NA
"We are committed to U.S. engagement in Asia."	107	"1"
"This begins with maintaining strong relationships with allies like Japan, Australia, South Korea, Thailand, and the Philippines, and deepening our ties to vital democratic partners, like India, in order to create a stable and prosperous Asia."	107	"1"
"We must also forge a more effective framework in Asia that goes beyond bilateral agreements, occasional summits, and ad hoc diplomatic arrangements."	107	"1"
"We need an open and inclusive infrastructure with the countries in Asia that can promote stability, prosperity, and human rights, and help confront transnational threats, from terrorist cells in the Philippines to avian flu in Indonesia."	107	"1"
"We will encourage China to play a responsible role as a growing power–to help lead in addressing the common problems of the 21st century."	107	"1"
"We are committed to a \"One China\" policy and the Taiwan Relations Act, and will continue to support a peaceful resolution of cross-Straits issues that is consistent with the wishes and best interests of the people of Taiwan."	106	"1"
"It’s time to engage China on common interests like climate change, trade, and energy, even as we continue to encourage its shift to a more open society and a market-based economy, and promote greater respect for human rights, including freedom of speech, press, assembly, religion, uncensored use of the internet, and Chinese workers’ right to freedom of association, as well as the rights of Tibetans."	107	"1"
"Strengthen Transatlantic Relations"	NA	NA
"Europe remains America’s indispensable partner."	108	"1"
"We support the historic project to build a strong European Union that can be an even stronger partner for the United States."	108	"1"
"NATO has made tremendous strides over the last fifteen years, transforming itself from a Cold War security structure into a partnership for peace."	104	"1"
"But today, NATO’s challenge in Afghanistan has exposed a gap between its missions and its capabilities."	104	"1"
"To close this gap, we will invest more in NATO’s mission in Afghanistan and use that investment to leverage our NATO allies to contribute more resources to collective security operations and to invest more in reconstruction and stabilization capabilities."	104	"1"
"As we promote democracy and accountability in Russia, we must work with the country in areas of common interest–above all, in making sure that nuclear weapons and materials are secure."	108	"1"
"We will insist that Russia abide by international law and respect the sovereignty and territorial integrity of its neighbors."	108	"1"
"We are committed to active Presidential leadership in the full implementation of the Irish Good Friday Agreement and St. Andrews Accords."	108	"1"
"We will seek to strengthen and broaden our strategic partnership with Turkey, end the division of Cyprus, and continue to support a close U.S. relationship with states that seek to strengthen their ties to NATO and the West, such as Georgia and Ukraine."	104	"1"
"Stand with Allies and Pursue Diplomacy in the Middle East"	NA	NA
"For more than three decades, Israelis, Palestinians, Arab leaders, and the rest of the world have looked to America to lead the effort to build the road to a secure and lasting peace."	106	"1"
"Our starting point must always be our special relationship with Israel, grounded in shared interests and shared values, and a clear, strong, fundamental commitment to the security of Israel, our strongest ally in the region and its only established democracy."	101	"1"
"That commitment, which requires us to ensure that Israel retains a qualitative edge for its national security and its right to self-defense, is all the more important as we contend with growing threats in the region–a strengthened Iran, a chaotic Iraq, the resurgence of Al Qaeda, the reinvigoration of Hamas and  Hezbollah."	101	"1"
"We support the implementation of the memorandum of understanding that pledges $30 billion in assistance to Israel over the next decade to enhance and ensure its security."	101	"1"
"It is in the best interests of all parties, including the United States that we take an active role to help secure a lasting settlement of the Israeli-Palestinian conflict with a democratic, viable Palestinian state dedicated to living in peace and security side by side with the Jewish State of Israel."	106	"1"
"To do so, we must help Israel identify and strengthen those partners who are truly committed to peace, while isolating those who seek conflict and instability, and stand with Israel against those who seek its destruction."	106	"1"
"The United States and its Quartet partners should continue to isolate Hamas until it renounces terrorism, recognizes Israel’s right to exist, and abides by past agreements."	106	"1"
"Sustained American leadership for peace and security will require patient efforts and the personal commitment of the President of the United States."	106	"1"
"The creation of a Palestinian state through final status negotiations, together with an international compensation mechanism, should resolve the issue of Palestinian refugees by allowing them to settle there, rather than in Israel."	106	"1"
"All understand that it is unrealistic to expect the outcome of final status negotiations to be a full and complete return to the armistice lines of 1949."	101	"1"
"Jerusalem is and will remain the capital of Israel."	101	"1"
"The parties have agreed that Jerusalem is a matter for final status negotiations."	101	"1"
"It should remain an undivided city accessible to people of all faiths."	101	"1"
"Deepen Ties with Emerging Powers"	NA	NA
"We also will pursue effective collaboration on pressing global issues among all the major powers–including such newly emerging ones as China, India, Russia, Brazil, Nigeria, and South Africa."	107	"1"
"With India, we will build on the close partnership developed over the past decade."	107	"1"
"As two of the world’s great, multi-ethnic democracies, the U.S. and India are natural strategic allies, and we must work together to advance our common interests and to combat the common threats of the 21 st century."	107	"1"
"We believe it is in the United States’ interest that all of these emerging powers and others assume a greater stake in promoting international peace and respect for human rights, including through their more constructive participation in key global institutions."	106	"1"
"Revitalize Global Institutions"	NA	NA
"To enhance global cooperation on issues from weapons proliferation to climate change, we need stronger international institutions."	107	"1"
"We believe that the United Nations is indispensable but requires far-reaching reform."	107	"1"
"The U.N. Secretariat’s management practices remain inadequate."	107	"1"
"Peacekeeping operations are overextended."	106	"1"
"The new U.N. Human Rights Council remains biased and ineffective."	107	"1"
"Yet none of these problems will be solved unless America rededicates itself to the organization and its mission."	107	"1"
"We support reforming key global institutions —such as the U.N. Security Council and the G- 8—so they will be more reflective of 21 st century realities."	107	"1"
"Advancing Democracy, Development, and Respect for Human Rights"	NA	NA
"No country in the world has benefited more from the worldwide expansion of democracy than the United States."	202	"2"
"Democracies are our best trading partners, our most valuable allies, and the  nations with which we share our deepest values."	202	"2"
"The United States must join with our democratic partners around the world to meet common security challenges and uphold our shared values whenever they are threatened by autocratic practices, coups, human rights abuses, or genocide."	202	"2"
"Build Democratic Institutions"	NA	NA
"The Democratic Party reaffirms its longstanding commitment to support democratic institutions and practices worldwide."	202	"2"
"A more democratic world is a more peaceful and prosperous place."	202	"2"
"Yet democracy cannot be imposed by force from the outside; it must be nurtured with moderates on the inside by building democratic institutions."	202	"2"
"The United States must be a relentless advocate for democracy and put forward a vision of democracy that goes beyond the ballot box."	202	"2"
"We will increase our support for strong legislatures, independent judiciaries, free press, vibrant civil society, honest police forces, religious freedom, equality for women and minorities, and the rule of law."	201	"2"
"In new democracies, we will support the development of civil society and representative institutions that can protect fundamental human rights and improve the quality of life for all citizens, including independent and democratic unions."	201	"2"
"In non-democratic countries, we pledge to work with international partners to assist the efforts of those struggling to promote peaceful political reforms."	106	"1"
"Ongoing funding to the National Endowment for Democracy and other U.S. government-funded democracy programs reflects American values and serves our interests."	202	"2"
"Invest in Our Common Humanity"	NA	NA
"To renew American leadership in the world, we will strengthen our common security by investing in our common humanity."	107	"1"
"In countries wracked by poverty and conflict, citizens long to enjoy freedom from want."	107	"1"
"Because extremely poor societies and weak states provide optimal breeding grounds for terrorism, disease, and conflict, the United States has a direct national security interest in dramatically reducing global poverty and joining with our allies in sharing more of our riches to help those most in need."	107	"1"
"It is time to make the U.N. Millennium Development Goals, which aim to cut extreme poverty in half by 2015, America’s goals as well."	107	"1"
"We need to invest in building capable, democratic states that can establish healthy and educated communities, develop markets, and generate wealth."	107	"1"
"Such states would also have greater institutional capacities to fight terrorism, halt the spread of deadly weapons, and build health-care infrastructures to prevent, detect, and treat deadly diseases such as HIV/AIDS, malaria, and avian flu."	107	"1"
"We will double our annual investment in meeting these challenges to $50 billion by 2012 and ensure that those new resources are directed toward worthwhile goals."	107	"1"
"We will work with philanthropic organizations and the private sector to invest in development and poverty reduction."	107	"1"
"But if America is going to help others build more just and secure societies, our trade deals, debt relief, and foreign aid must not come as blank checks."	107	"1"
"We will recognize the fragility of small nations in the Caribbean, the Americas, Africa, and Asia and work with them  to successfully transition to a new global economy."	107	"1"
"We will couple our support with an insistent call for reform, to combat the corruption that rots societies and governments from within."	107	"1"
"As part of this new funding, we will create a $2 billion Global Education Fund that will bring the world together in eliminating the global education deficit with the goal of supporting a free, quality, basic education for every child in the world."	107	"1"
"Education increases incomes, reduces poverty, strengthens communities, prevents the spread of disease, improves child and maternal health, and empowers women and girls."	107	"1"
"We cannot hope to shape a world where opportunity outweighs danger unless we ensure that every child everywhere is taught to build and not to destroy."	107	"1"
"Our policies will recognize that human rights are women’s rights and that women’s rights are human rights."	201	"2"
"Women make up the majority of the poor in the world."	706	"7"
"So we will expand access to women’s economic development opportunities and seek to expand microcredit."	706	"7"
"Women produce half of the world’s food but only own one percent of the land upon which it is grown."	706	"7"
"We will work to ensure that women have equal protection under the law and are not denied rights and therefore locked into poverty."	706	"7"
"We will modernize our foreign assistance policies, tools, and operations in an elevated, empowered, consolidated, and streamlined U.S. development agency."	107	"1"
"Development and diplomacy will be reinforced as key pillars of U.S. foreign policy, and our civilian agencies will be staffed, resourced, and equipped to address effectively new global challenges."	107	"1"
"American leadership on human rights is essential to making the world safer, more just, and more humane. Such leadership must begin with steps to undo the damage of the Bush years."	201	"2"
"But we also must go much further."	201	"2"
"We should work with others to shape human rights institutions and instruments tailored to the 21st century."	201	"2"
"We must make the United Nations’ human rights organs more objective, energetic, and effective."	201	"2"
"The U.S. must lead global efforts to promote international humanitarian standards and to protect civilians from indiscriminate violence during warfare."	201	"2"
"We will champion accountability for genocide and war crimes, ending the scourge of impunity for massive human rights abuses."	201	"2"
"We will stand up for oppressed people from Cuba to North Korea and from Burma to Zimbabwe and Sudan."	201	"2"
"We will accord greater weight to human rights, including the rights of women and children, in our relationships with other global powers, recognizing that America’s long-term strategic interests are more likely to be advanced when our partners are rights-respecting."	201	"2"
"Global Health"	NA	NA
"Democrats will invest in improving global health."	504	"5"
"It is a human shame that many of the diseases which compound the problem of global poverty are treatable, but they are yet to be treated."	504	"5"
"The HIV/AIDS pandemic is a massive human tragedy."	107	"1"
"It is also a security risk of the highest order that threatens to plunge nations into chaos."	107	"1"
"There are an estimated 33 million people across the planet infected with HIV/AIDS, including more than one million people in the U.S."	107	"1"
"Nearly 8,000 people die every day of AIDS."	107	"1"
"We must do more to fight the global HIV/AIDS pandemic, as well as malaria, tuberculosis, and neglected tropical diseases."	107	"1"
"We will provide $50 billion over five years to strengthen existing U.S. programs and expand them to new regions of the world, including Southeast Asia, India, and parts of Europe, where the HIV/AIDS burden is growing."	107	"1"
"We will increase U.S. contributions to the Global Fund to ensure that global efforts to fight endemic disease continue to move ahead."	107	"1"
"We also support the adoption of humanitarian licensing policies that ensure medications developed with the U.S. taxpayer dollars are available off patent in developing countries."	107	"1"
"We will repeal the global gag rule and reinstate funding to the United Nations Population Fund (UNFPA)."	107	"1"
"We will expand access to health care and nutrition for women and reduce the burden of maternal mortality."	706	"7"
"We will leverage the engagement of the private sector and private philanthropy to launch Health Infrastructure 2020–a global effort to work with developing countries to invest in the full range of infrastructure needed to improve and protect both American and global health."	107	"1"
"Human Trafficking"	NA	NA
"We will address human trafficking—both labor and sex trafficking–through strong legislation and enforcement to ensure that trafficking victims are protected and traffickers are brought to justice."	605	"6"
"We will also address the root causes of human trafficking, including poverty, discrimination, and gender inequality, as well as the demand for prostitution."	706	"7"
"Protecting our Security and Saving our Planet"	NA	NA
"We must end the tyranny of oil in our time."	501	"5"
"This immediate danger is eclipsed only by the longer-term threat from climate change, which will lead to devastating weather patterns, terrible storms, drought, conflict, and famine."	501	"5"
"That means people competing for food and water in the next fifty years in the very places that have known horrific violence in the last fifty: Africa, the Middle East, and South Asia."	107	"1"
"That could also mean destructive storms on our shores, and the disappearance of our coastline."	501	"5"
"We understand that climate change is not just an economic issue or an environmental concern– this is a national security crisis."	606	"6"
"Establish Energy Security"	NA	NA
"Not since the 1970s has America’s national security been so threatened by its energy insecurity, and, as we have learned the hard way over the past eight years, achieving energy security in the 21 st century requires far more than simply expending our economic and political resources to keep oil flowing steadily out of unstable and even hostile countries and regions."	606	"6"
"Rather, energy security requires stemming the flow of money to oil rich regimes that are hostile to America and its allies; it requires combating climate change and preparing for its impacts  both at home and abroad; it requires making international energy markets work for us and not against us; it requires standing up to the oil companies that spend hundreds of millions of dollars on lobbying and political contributions; it requires addressing nuclear safety, waste, and proliferation challenges around the world; and more."	109	"1"
"Democrats will halt this dangerous trend, and take the necessary steps to achieving energy independence."	109	"1"
"We will make it a top priority to reduce oil consumption by at least 35 percent, or ten million barrels per day, by 2030."	109	"1"
"This will more than offset the amount of oil we are expected to import from OPEC nations in 2030."	109	"1"
"Lead to Combat Climate Change"	NA	NA
"We will lead to defeat the epochal, man-made threat to the planet: climate change."	501	"5"
"Without dramatic changes, rising sea levels will flood coastal regions around the world."	501	"5"
"Warmer temperatures and declining rainfall will reduce crop yields, increasing conflict, famine, disease, and poverty."	501	"5"
"By 2050, famine could displace more than 250 million people worldwide."	501	"5"
"That means increased instability in some of the most volatile parts of the world."	501	"5"
