"quasi"	"cmpcode"	"cmpdomain"
"We will remove regulatory barriers that protect outdated technologies and business plans from innovation and competition, ()"	402	"4"
"while preventing legacy regulation from interfering with new and disruptive technologies such as mobile delivery of voice video data as they become crucial components of the Internet ecosystem."	401	"4"
"We will resist any effort to shift control away from the successful multistakeholder approach of Internet governance and toward governance by international or other intergovernmental organizations."	401	"4"
"We will ensure that personal data receives full constitutional protection from government overreach"	201	"2"
"and that individuals retain the right to control the use of their data by third parties;"	201	"2"
"the only way to safeguard or improve these systems is through the private sector."	401	"4"
"A Vision for the TwentyFirst Century: Technology, Telecommunications and the Internet"	NA	NA
"The most vibrant sector of the American economy, indeed, onesixth of it, is regulated by the federal government on precedents from the nineteenth century."	408	"4"
"Today’s technology and telecommunications industries are overseen by the Federal Communications Commission, established in 1934 and given the jurisdiction over telecommunications formerly assigned to the Interstate Commerce Commission, which had been created in 1887 to regulate the railroads."	0	"0"
"This is not a good fit."	0	"0"
"Indeed, the development of telecommunications advances so rapidly that even the Telecom Act of 1996 is woefully out of date."	303	"3"
"An industry that  invested  $66  billion  in  2011 alone  needs,  and  deserves,  a more  modern  relationship  with the  federal  government  for  the benefit  of  consumers  here  and worldwide. "	403	"4"
"The  current  Administration has  been  frozen  in  the  past."	305	"3"
"  It has  conducted  no  auction  of spectrum, "	401	"4"
"has  offered  no  incentives  for  investment,"	402	"4"
" and, through  the  FCC’s  net  neutrality  rule,  is  trying  to  micromanage  telecom  as  if  it  were  a  railroad  network.   "	401	"4"
"It inherited  from  the  previous  Republican  Administration  95  percent  coverage  of  the  nation  with  broadband.  "	411	"4"
"It  will  leave  office  with  no  progress  toward  the goal  of  universal  coverage  –  after  spending  $7.2  billion  more."	503	"5"
"  That  hurts  rural  America,  where  farmers, ranchers,  and  small  business  manufacturers  need connectivity  to  expand  their  customer  base  and  operate  in  real  time  with  the  world’s  producers."	703	"7"
" We  encourage  publicprivate  partnerships  to  provide predictable  support  for  connecting  rural  areas  so  that every  American  can  fully  participate  in  the  global economy.  "	411	"4"
"We call for an inventory of federal agency spectrum to determine the surplus that could be auctioned for the taxpayers’ benefit."	401	"4"
"With special recognition of the role university technology centers are playing in attracting private investment to the field, we will replace the administration’s Luddite approach to technological progress with a regulatory partnership that will keep this country the world leader in technology and telecommunications."	411	"4"
"Protecting the Taxpayers: No More “Too Big to Fail”"	NA	NA
"For more than a century, the U.S. was the world leader in financial services."	601	"6"
"The visionary management of capital was the lifeblood of the entire economy."	408	"4"
"By giving responsible access to credit, it helped small businesses grow,"	402	"4"
"created jobs,"	701	"7"
"and made Americans the besthoused people in history."	408	"4"
"By funding innovation, financial services underwrote our future."	408	"4"
"Then came the financial collapse of 2008 and a critical reassessment of the role and condition of financial institutions—most  of  which,  it  must  be said,  were  responsible  and healthy,  especially  those  closest  to their  investors  and  borrowers."	401	"4"
" In  cases  of  malfeasance  or other  criminal  behavior,  the  full force  of  the  law  should  be  used."	605	"6"
"But  in  all  cases,  this  rule  must apply:  No  financial  institution  is too  big  to  fail."	408	"4"
" The  taxpayers  must never again be on the hook for the losses of Fannie Mae and Freddie Mac."	403	"4"
"The public must never again be left holding the bag for Wall Street giants,"	403	"4"
"which is why we decry the current Administration’s record of overregulation and selective intervention,"	401	"4"
"which has already frozen investment and job creation."	701	"7"
"and threatens to make financial institutions the coddled wards of government."	401	"4"
"A  far  better  approach—protecting  consumers  and taxpayers  alike—is  institutional  transparency. "	401	"4"
"Banks need  to  know  that  they  could  be  at  risk,  and  investors need  clear  rules  that  are  not  subject  to  political  meddling. "	401	"4"
"The  same  holds  true  for  the  equity  market regulated  by  the  Securities  and  Exchange  Commission."	401	"4"
"We  propose  reasonable  federal  oversight  of  financial institutions, "	403	"4"
"practical  safeguards  for  consumers,"	403	"4"
"and  –  what  is  crucial  for  this  country’s  economic  rebound  –  sound  spending,  tax,  and  regulatory  policies that  will  allow  those  institutions  to  once  again  become the  builders  of  the  next  American  century."	414	"4"
"  We strongly  support  tax  reform;"	402	"4"
" in  the  event  we  do  not achieve  this,  we  must  preserve  the  mortgage  interest deduction."	402	"4"
"Judicial Activism: A Threat to the U.S. Constitution"	NA	NA
"Despite improvements as a result of Republican nominations to the judiciary, some judges in the federal courts remain far afield from their constitutional limitations."	203	"2"
"The U.S. Constitution is the law of the land."	203	"2"
"Judicial activism which includes reliance on foreign law or unratified treaties undermines American law."	203	"2"
"The sole solution, apart from impeachment, is the appointment of constitutionalist jurists, who will interpret the law as it was originally intended rather than make it."	203	"2"
"That is both a presidential responsibility, in selecting judicial candidates, and a senatorial responsibility, in confirming them."	0	"0"
"We urge Republican Senators to do all in their power to prevent the elevation of additional leftist ideologues to the courts, particularly in the waning days of the current Administration."	0	"0"
"In addition to appointing activist judges, the current Administration has included an activist and highly partisan Department of Justice."	305	"3"
"With a Republican Administration, the Department will stop suing States for exercising those powers reserved to the States,"	301	"3"
"will stop abusing its preclearance authority to block photoID voting laws,"	301	"3"
"and will fulfill its responsibility to defend all federal laws in court, including the Defense of Marriage Act."	603	"6"
"Restructuring the U.S. Postal Service for the TwentyFirst Century"	NA	NA
"The dire financial circumstances of the Postal Service require dramatic restructuring."	303	"3"
"In a world of rapidly advancing telecommunications, mail delivery from the era of the Pony Express cannot long survive."	303	"3"
"We call on Congress to restructure the Service to ensure the continuance of its essential function of delivering mail"	303	"3"
"while preparing for the downsizing made inevitable by the advance of internet communication."	303	"3"
"In light of the Postal Service’s seriously underfunded pension system, Congress should explore a greater role for private enterprise in appropriate aspects of the mailprocessing system."	401	"4"
"Protecting Travelers and their Rights: Reforming the TSA for Security and Privacy"	NA	NA
"While the aftermath of the 2001 terrorist attacks brought about a greater need for homeland security, the American people have already delivered their verdict on the Transportation Security Administration: its procedures – and much of its personnel – need to be changed."	303	"3"
"It is now a massive bureaucracy of 65,000 employees who seem to be accountable to no one for the way they treat travelers."	303	"3"
"We call for the private sector to take over airport screening wherever feasible"	401	"4"
"and look toward the development of security systems that can replace the personal violation of frisking."	201	"2"
"The Rule of Law: Legal Immigration"	NA	NA
"The greatest asset of the American economy is the American worker."	701	"7"
"Just as immigrant labor helped build our country in the past, today’s legal immigrants are making vital contributions in every aspect of our national life."	607	"6"
"Their industry and commitment to American values strengthens our economy,"	408	"4"
"enriches our culture,"	607	"6"
"and enables us to better understand and more effectively compete with the rest of the world."	407	"4"
"Illegal immigration undermines those benefits and affects U.S. workers."	608	"6"
"In an age of terrorism, drug cartels, human trafficking, and criminal gangs, the presence of millions of unidentified persons in this country poses grave risks to the safety and the sovereignty of the United States."	605	"6"
"Our highest priority, therefore, is to secure the rule of law both at our borders and at ports of entry."	605	"6"
"We recognize that for most of those seeking entry into this country, the lack of respect for the rule of law in their homelands has meant economic exploitation and political oppression by corrupt elites."	201	"2"
"In this country, the rule of law guarantees equal treatment to every individual, including more than one million immigrants to whom we grant permanent residence every year."	503	"5"
"That is why we oppose any form of amnesty for those who, by intentionally violating the law, disadvantage those who have obeyed it."	605	"6"
"Granting amnesty only rewards and encourages more law breaking."	605	"6"
"We support the mandatory use of the Systematic Alien Verification for Entitlements (S.A.V.E.) program—an internetbased system that verifies the lawful presence of applicants—prior to the granting of any State or federal government entitlements or IRS refunds."	608	"6"
"We insist upon enforcement at the workplace through verification systems so that jobs can be available to all legal workers."	605	"6"
"Use of the Everify program—an internetbased system that verifies the employment authorization and identity of employees—must be made mandatory nationwide."	608	"6"
"State enforcement efforts in  the  workplace  must  be  welcomed,  not  attacked.  "	301	"3"
"When Americans  need  jobs,  it  is  absolutely  essential  that  we  protect them  from  illegal  labor  in  the workplace."	701	"7"
"  In  addition,  it  is  why we  demand  tough  penalties  for those  who  practice  identity  theft, deal  in  fraudulent  documents, and  traffic  in  human  beings. "	605	"6"
"It  is why  we  support  Republican  legislation  to  give  the  Department  of Homeland  Security  longterm detention  authority  to  keep  dangerous  but  undeportable  aliens  off  our  streets,"	605	"6"
" expedite  expulsion  of criminal  aliens,"	605	"6"
" and  make  gang  membership  a  deportable  offense."	605	"6"
"  "	NA	NA
"The current Administration’s approach to immigration has undermined the rule of law at every turn."	202	"2"
"It has lessened worksite enforcement—and even allows the illegal aliens it does uncover to walk down the street to the next employer"	605	"6"
"—and challenged legitimate State efforts to keep communities safe, suing them for trying to enforce the law when the federal government refuses to do so."	301	"3"
"It has created a backdoor amnesty program unrecognized in law, granting worker authorization to illegal aliens,"	304	"3"
"and shown little regard for the lifeanddeath situations facing the men and women of the border patrol."	605	"6"
"Perhaps worst of all, the current Administration has failed to enforce the legal means for workers or employers who want to operate within the law."	701	"7"
"In contrast, a Republican Administration and Congress will partner with local governments through cooperative enforcement agreements in Section 287g of the Immigration and Nationality Act to make communities safer for all"	605	"6"
"and will consider, in light of both current needs and historic practice, the utility of a legal and reliable source of foreign labor where needed through a new guest worker program."	607	"6"
"We will create humane procedures to encourage illegal aliens to return home voluntarily,"	608	"6"
"while enforcing the law against those who overstay their visas."	605	"6"
"State  efforts  to  reduce  illegal  immigration  must be  encouraged,  not  attacked.  "	301	"3"
"  The  pending  Department  of  Justice  lawsuits  against  Arizona,  Alabama, South  Carolina,  and  Utah  must be  dismissed  immediately.  "	301	"3"
"The doublelayered  fencing  on  the  border  that  was  enacted  by  Congress in  2006,  but  never  completed, must  finally  be  built.  "	608	"6"
" In  order  to restore  the  rule  of  law,  federal funding  should  be  denied  to  sanctuary  cities  that  violate  federal  law and  endanger  their  own  citizens,"	301	"3"
"and  federal  funding  should  be  denied  to  universities  that  provide  instate  tuition  rates  to  illegal  aliens, in  open  defiance  of  federal  law. "	301	"3"
"We  are  grateful  to  the  thousands  of  new  immigrants,  many  of  them  not  yet  citizens,  who  are  serving in  the  Armed  Forces. "	607	"6"
"Their  patriotism  should  encourage  us  all  to  embrace  the  newcomers  legally  among us,"	607	"6"
" assist  their  journey  to  full  citizenship,"	607	"6"
" and  help their  communities  avoid  isolation  from  the  mainstream  of  society."	608	"6"
"  To  that  end,  while  we  encourage the  retention  and  transmission  of  heritage  tongues, we  support  English  as  the  nation’s  official  language,"	608	"6"
"a  unifying  force  essential  for  the  educational  and  economic  advancement  of—not  only  immigrant  communities—but   also  our  nation  as  a  whole.   "	608	"6"
"Honoring Our Relationship with American Indians"	NA	NA
"Based on both treaty and other law, the federal government has a unique governmenttogovernment relationship with and trust responsibility for Indian Tribal Governments and American Indians and Alaska Natives."	607	"6"
"These obligations have not been sufficiently honored."	607	"6"
"The social and economic problems that plague Indian country have grown worse over the last several decades; we must reverse that trend."	301	"3"
"Ineffective federal programs deprive American Indians of the services they need,"	303	"3"
"and longterm failures threaten to undermine tribal sovereignty itself."	301	"3"
"American Indians have established elected tribal governments to carry out the public policies of the tribe,"	301	"3"
"administer services to its tribal member constituents,"	301	"3"
"and manage relations with federal, State, and local governments."	301	"3"
"We respect the tribal governments as the voice of their communities and encourage federal, State, and local governments to heed those voices in developing programs and partnerships to improve the quality of life for American Indians and their neighbors in their communities."	301	"3"
"Republicans believe that economic selfsufficiency is the ultimate answer to the challenges confronting Indian country."	301	"3"
"We believe that tribal governments and their communities, not Washington bureaucracies, are best situated to craft solutions that will end systemic problems that create poverty and disenfranchisement."	301	"3"
"Just as the federal government should not burden States with regulations,"	301	"3"
"it should not stifle the development of resources within the reservations,"	301	"3"
"which need federal assistance to advance their commerce nationally through roads and technology."	302	"3"
"Federal and State regulations that thwart job creation must be withdrawn or redrawn so that tribal governments acting on behalf of American Indians are not disadvantaged."	301	"3"
"It is especially egregious that the Democratic Party has persistently undermined tribal sovereignty in order to provide advantage to union bosses in the tribal workplace."	702	"7"
"Republicans recognize that each tribe has the right of consultation before any new regulatory policy is implemented on tribal land."	301	"3"
"To the extent possible, such consultation should take place in Indian country with the tribal government and its members."	301	"3"
"Before promulgating and imposing any new laws or regulations affecting trust land or members, the federal government should encourage Indian tribes to develop their own policies to achieve program objectives,"	301	"3"
"and should defer to tribes to develop their own standards, or standards in conjunction with State governments."	301	"3"
"Republicans reject a onesizefitsall approach to federaltribalState partnerships"	301	"3"
"and will work to expand local autonomy where tribal governments seek it."	301	"3"
"Better partnerships will help us to expand economic opportunity,"	410	"4"
"deliver topflight education to future generations,"	607	"6"
"modernize and improve the Indian Health Service to make it more responsive to local needs,"	504	"5"
"and build essential infrastructure in Indian country in cooperation with tribal neighbors."	411	"4"
"Our approach is to empower American Indians, through tribal selfdetermination and selfgovernance policies"	301	"3"
", to develop their greatest assets, human resources and the rich natural resources on their lands,"	301	"3"
"without undue federal interference."	301	"3"
"Like all Americans, American Indians want safe communities for their families;"	605	"6"
"but inadequate resources and neglect have, over time, allowed criminal activities to plague Indian country."	605	"6"
"To protect everyone—and especially the most vulnerable: children, women, and elders—the legal system in tribal communities must provide stability and protect property rights."	605	"6"
"Everyone’s due process and civil rights must be safeguarded."	202	"2"
"We support efforts to ensure equitable participation in federal programs by American Indians, including Alaska Natives, and Native Hawaiians and"	202	"2"
"to preserve their culture and languages that we consider to be national treasures."	607	"6"
"Lastly, we recognize that American Indians have responded to the call for military service in percentage numbers far greater than have other groups of Americans."	104	"1"
"We honor that commitment, loyalty, and sacrifice of all American Indians serving in the military today and in years past"	104	"1"
"and will ensure that all veterans and their families receive the care and respect they have earned through their loyal service to America."	104	"1"
"Preserving the District of Columbia"	NA	NA
"The nation’s capital city, a special responsibility of the federal government, belongs both to its residents and to all Americans, millions of whom visit it every year."	0	"0"
"Congressional Republicans have taken the lead in efforts to foster homeownership"	503	"5"
"and open access to higher education for Washington residents."	506	"5"
"Against the opposition of the current President and leaders of the Democratic Party, they have fought to establish, and now to expand, the D.C. Opportunity Scholarship Program,"	506	"5"
"through which thousands of lowincome children have been able to attend a school of their choice and receive a quality education."	506	"5"
"D.C.’s Republicans have been in the forefront of exposing and combating the chronic corruption among the city’s top Democratic officials."	304	"3"
"We join their call for a nonpartisan elected Attorney General to clean up the city’s political culture"	304	"3"
"and for congressional action to enforce the spirit of the Home Rule Act assuring minority representation on the City Council."	607	"6"
"After decades of inept oneparty rule, the city’s structural deficit demands congressional attention."	304	"3"
"As the center of our government, the District contains many potential targets for terrorist attacks."	104	"1"
"Federal security agencies should work closely with local officials and regional administrations like the Washington Area Metropolitan Transit Authority."	605	"6"
"A top priority must be ensuring that all public transportation, especially Metro rails, is functioning in the event of an emergency evacuation."	605	"6"
"Also, to ensure protection of the fundamental right to keep and bear arms, we call on the governing authority to pass laws consistent with the Supreme Court’s decisions in the District of Columbia v. Heller and McDonald v. Chicago cases, which upheld the fundamental right to keep and bear arms for selfdefense."	203	"2"
"We oppose statehood for the District of Columbia."	0	"0"
"Modernizing the Federal Civil Service"	NA	NA
"The federal workforce bears great responsibilities and sometimes wields tremendous power, especially when Congress delegates to it the execution of complicated and farreaching legislation."	303	"3"
"We recognize the dedication of federal workers and the difficulty of their thankless task of implementing poorly drafted or openended legislation."	701	"7"
"Under the current Administration, the civil service has grown by at least 140,000 workers, while the number making at least $150,000 has doubled."	303	"3"
"At a time when the national debt has increased to over $15.9 trillion under the current Administration, this is grossly irresponsible."	303	"3"
"The American people work too hard and too long to support a bloated government."	303	"3"
"We call for a reduction, through attrition, in the federal payroll of at least 10 percent and the adjustment of pay scales and benefits to reflect those of the private sector."	303	"3"
"We must bring the 130year old Civil Service System into the twentyfirst century."	303	"3"
"The federal pay system should be sufficiently flexible to acknowledge and reward those who dare to innovate, reduce overhead, optimize processes, and expedite paperwork."	303	"3"
"Delinquency in paying taxes and repaying student loans has been too common in some segments of the civil service."	303	"3"
"A Republican Administration will make enforcement among its own employees a priority"	605	"6"
"and, unlike the current Administration, will name to public office no one who has failed to meet their financial obligations to the government and fellow taxpayers."	305	"3"
"America’s Future in Space: Continuing this Quest"	NA	NA
"The exploration of space has been a key part of U.S. global leadership"	107	"1"
"and has supported innovation and ownership of technology."	411	"4"
"Over the last halfcentury, in partnership with our aerospace industry, the work of NASA has helped define and strengthen our nation’s technological prowess."	411	"4"
"From building the world’s most powerful rockets to landing men on the Moon, sending robotic spacecraft throughout our solar system and beyond, building the International Space Station, and launching spacebased telescopes that allow scientists to better understand our universe, NASA science and engineering have produced spectacular results."	411	"4"
"The technologies that emerged from those programs propelled our aerospace industrial base and directly benefit our national security, safety, economy, and quality of life."	411	"4"
"Through its achievements, NASA has inspired generations of Americans to study science, technology, engineering, and mathematics, leading to careers that drive our country’s technological and economic engines."	411	"4"
"Today, America’s leadership in space is challenged by countries eager to emulate—and surpass— NASA’s accomplishments."	601	"6"
"To preserve our national security interests"	104	"1"
"and foster innovation and competitiveness,"	411	"4"
"we must sustain our preeminence in space,"	601	"6"
"launching more science"	401	"4"
", guaranteeing unfettered access,"	201	"2"
"missionsand maintaining a source of highvalue American jobs."	701	"7"
"Honoring and Supporting Americans in the Territories"	NA	NA
"We honor the extraordinary sacrifices of the men and women of the territories who protect our freedom through their service in the U.S. Armed Forces."	104	"1"
"We welcome their greater participation in all aspects of the political process"	202	"2"
"and affirm their right to seek the full extension of the Constitution, with all the rights and responsibilities it entails."	202	"2"
"U.S. territories face serious economic challenges as they struggle to retain existing industries and develop new ones."	408	"4"
"Development of local energy options is crucial to reduce their dependence on imported fuel"	416	"4"
"and promote economic stability."	414	"4"
"The Pacific territories should have flexibility to determine the minimum wage, which has seriously restricted progress in the private sector."	301	"3"
"A stronger private sector can raise wages,"	401	"4"
"reduce dependence on public sector employment,"	401	"4"
"and lead toward local selfsufficiency."	301	"3"
"All unreasonable economic impediments must be removed, including unreasonable U.S. customs practices."	407	"4"
"We support the right of the United States citizens of Puerto Rico to be admitted to the Union as a fully sovereign state if they freely so determine."	0	"0"
"We recognize that Congress has the final authority to define the constitutionally valid options for Puerto Rico to achieve a permanent nonterritorial status with government by consent and full enfranchisement."	302	"3"
"As long as Puerto Rico is not a State, however, the will of its people regarding their political status should be ascertained by means of a general right of referendum or specific referenda sponsored by the U.S. government."	202	"2"
"Renewing American Values to Build Healthy Families, Great Schools and Safe Neighborhoods"	NA	NA
"We are the party of independent individuals and the institutions they create—families, schools, congregations, neighborhoods—to advance their ideals and make real their dreams."	606	"6"
"Foremost among those institutions is the American family."	603	"6"
"It is the foundation of our society and the first level of selfgovernment."	603	"6"
"Its daily lessons–cooperation, patience, mutual respect, responsibility, selfreliance – are fundamental to the order and progress of our Republic."	603	"6"
"Government can never replace the family."	603	"6"
"That is why we insist that public policy, from taxation to education, from healthcare to welfare, be formulated with attention to the needs and strengths of the family."	603	"6"
"Preserving and Protecting Traditional Marriage"	NA	NA
"The institution of marriage is the foundation of civil society."	603	"6"
"Its success as an institution will determine our success as a nation."	603	"6"
"It has been proven by both experience and endless social science studies that traditional marriage is best for children."	603	"6"
"Children raised in intact married families are more likely to attend college, are physically and emotionally healthier, are less likely to use drugs or alcohol, engage in crime, or get pregnant outside of marriage."	603	"6"
"The success of marriage directly impacts the economic wellbeing of individuals."	603	"6"
"Furthermore, the future of marriage affects freedom."	603	"6"
"The lack of family formation not only leads to more government costs,"	303	"3"
"but also to more government control over the lives of its citizens in all aspects."	201	"2"
"We recognize and honor the courageous efforts of those who bear the many burdens of parenting alone, even as we believe that marriage, the union of one man and one woman must be upheld as the national standard, a goal to stand for, encourage, and promote through laws governing marriage."	603	"6"
"We embrace the principle that all Americans should be treated with respect and dignity."	503	"5"
"Creating a Culture of Hope: Raising Families Beyond Poverty"	NA	NA
"The Republicanled welfare reforms enacted in 1996 marked a revolution in government’s approach to poverty."	505	"5"
"They changed the standard for policy success from the amount of income transferred to the poor to the number of poor who moved from welfare to economic independence."	505	"5"
"We took the belief of most Americans—that welfare should be a hand up, not a hand out—and made it law."	505	"5"
"Work requirements, though modest, were at the heart of this success."	505	"5"
"That is why so many are now outraged by the current Administration’s recent decision to permit waivers for work requirements for welfare benefits,"	505	"5"
"in other words, to administratively repeal the most successful antipoverty policy in memory."	503	"5"
"Instead of undermining the expectation that lowincome parents and individuals should strive to support themselves, benefit programs like food stamps must ensure that those benefits are better targeted to those who need help the most."	505	"5"
"For the sake of lowincome families as well as the taxpayers, the federal government’s entire system of public assistance should be reformed to ensure that it promotes work."	505	"5"
"Each year, this system dispenses nearly $1 trillion in taxpayer funds across a maze of approximately 80 programs that are neither coordinated nor effective in solving poverty and lifting up families."	503	"5"
"For many individuals collecting benefits from multiple categorical programs, efforts to work or earn more actually result in less money in their pocket through the resulting loss of benefits."	505	"5"
"This poverty trap would ensnare even more Americans if Obamacare were implemented."	503	"5"
"Taking a part time job, working an extra shift, or even just marrying someone who works, would result in a loss of benefits, thereby discouraging the very acts necessary to achieve the American Dream."	601	"6"
"Adoption and Foster Care"	NA	NA
"Families formed or enlarged by adoption strengthen our communities and ennoble our nation."	603	"6"
"We applaud the Republican legislative initiatives that led to a significant increase in adoptions in recent years,"	603	"6"
"and we call upon the private sector to consider the needs of adoptive families on a par with others."	503	"5"
"Any restructuring of the federal tax code should recognize the financial impact of the adoption process and the commitment made by adoptive families."	603	"6"
"The nation’s foster care system remains a necessary fallback for youngsters from troubled families."	706	"7"
"Because of reforms initiated by many States, the number of foster children has declined to just over 400,000."	706	"7"
"A major problem of the system is its lack of support, financial and otherwise, for teens who age out of foster care and into a world in which many are not prepared to go it alone."	706	"7"
"We urge States to work with the faithbased and other community groups which reach out to these young people in need."	603	"6"
"Making the Internet FamilyFriendly"	NA	NA
"Millions of Americans suffer from problem or pathological gambling that can destroy families."	603	"6"
"We support the prohibition of gambling over the Internet and call for reversal of the Justice Department’s decision distorting the formerly accepted meaning of the Wire Act that could open the door to Internet betting."	603	"6"
"The Internet must be made safe for children."	605	"6"
"We call on service providers to exercise due care to ensure that the Internet cannot become a safe haven for predators"	605	"6"
"while respecting First Amendment rights."	203	"2"
"We congratulate the social networking sites that bar known sex offenders from participation."	0	"0"
"We urge active prosecution against child pornography, which is closely linked to the horrors of human trafficking."	605	"6"
"Current laws on all forms of pornography and obscenity need to be vigorously enforced."	605	"6"
"Advancing Americans with Disabilities"	NA	NA
"We renew our commitment to the inclusion of Americans with disabilities in all aspects of our national life."	503	"5"
"In keeping with that commitment, we oppose the nonconsensual withholding of care or treatment from people with disabilities,  including newborns, as well as the elderly and infirm,"	503	"5"
"just as we oppose euthanasia and assisted suicide,"	603	"6"
"which endanger especially those on the margins of society."	503	"5"
"Because government should set a positive standard in hiring and contracting for the services of persons with disabilities, we need to update the statutory authority for the Ability One program, a major avenue by which those productive members of our society can offer high quality services."	503	"5"
"The Individuals with Disabilities Education Act (IDEA) has opened up unprecedented opportunities for many students,"	506	"5"
"and we reaffirm our support for its goal of minimizing the separation of children with disabilities from their peers."	503	"5"
"We urge preventive efforts in early childhood,"	504	"5"
"especially assistance in gaining prereading skills, to help many students move beyond the need for IDEA’s protections."	506	"5"
"We endorse the program of Employment First, developed by major disability rights groups, to replace dependency with jobs in the mainstream of the American workforce."	701	"7"
"Repealing Obamacare"	NA	NA
"The Patient Protection and Affordable Care Act—Obamacare—was never really about healthcare, though its impact upon the nation’s health is disastrous."	305	"3"
"From its start, it was about power, the expansion of government control over one sixth of our economy,"	401	"4"
"and resulted in an attack on our Constitution, by requiring that U.S. citizens purchase health insurance."	203	"2"
"We agree with the four dissenting justices of the Supreme Court: “In our view the entire Act before us is invalid in its entirety.”"	0	"0"
"It was the highwater mark of an outdated liberalism"	305	"3"
", the latest attempt to impose upon Americans a eurostyle bureaucracy to manage all aspects of their lives."	0	"0"
"Obamacare has been struck down in the court of public opinion and is falling by the weight of its own confusing, unworkable, budgetbusting, and conflicting provisions."	505	"5"
"It would tremendously expand Medicaid without significant reform,"	505	"5"
"leaving the States to assume unsustainable financial burdens."	301	"3"
"If fully implemented, it could not function;"	303	"3"
"and Republican victories in the November elections will guarantee that it is never implemented."	505	"5"
"Congressional Republicans are committed to its repeal;"	305	"3"
"and a Republican President, on the first day in office, will use his legitimate waiver authority under that law to halt its progress and then will sign its repeal."	505	"5"
"Then the American people, through the free market, can advance affordable and responsible healthcare reform that meets the needs and concerns of patients and providers."	401	"4"
"Through Obamacare, the current Administration has promoted the notion of abortion as healthcare."	603	"6"
"We, however, affirm the dignity of women by protecting the sanctity of human life."	603	"6"
"Numerous studies have shown that abortion endangers the health and wellbeing of women, and we stand firmly against it."	603	"6"
"Our Prescription for American Healthcare: Improve Quality and Lower Costs"	NA	NA
"We believe that taking care of one’s health is an individual responsibility."	505	"5"
"Chronic diseases, many of them related to lifestyle, drive healthcare costs, accounting for more than 75 percent of the nation’s medical spending."	504	"5"
"To reduce demand, and thereby lower costs, we must foster personal responsibility while increasing preventive services to promote healthy lifestyles."	505	"5"
"We believe that all Americans should have improved access to affordable, coordinated, quality healthcare,"	504	"5"
"including individuals struggling with mental illness."	503	"5"
"Our goal is to encourage the development of a healthcare system that provides higher quality care at a lower cost to all Americans"	504	"5"
"while protecting the patientphysician relationship based on mutual trust, informed consent, and privileged patient confidentiality."	504	"5"
" We  seek  to  increase  healthcare  choice  and  options,"	505	"5"
" contain  costs  and  reduce  mandates,"	504	"5"
" simplify the  system  for  patients  and  providers,  "	303	"3"
"restore  cuts made  to  Medicare,"	0	"0"
" and  equalize  the  tax  treatment  of group  and  individual  health  insurance  plans.  "	503	"5"
" For most  Americans,  those  who  are  insured  now  or  who seek  insurance  in  the  future,  our  practical,  nonintrusive  reforms  will  promote  flexibility  in  State  leadership  in  healthcare  reform,"	301	"3"
" promote  a  freemarket based  system,"	401	"4"
" and  empower  consumer  choice."	505	"5"
" All  of which  will  return  direction  of  the  nation’s  healthcare to  the  people  and  away  from  the  federal  government."	505	"5"
"To return the States to their proper role of regulating  local  insurance  markets  and  caring  for  the needy,  we  propose  to  block  grant  Medicaid  and  other payments  to  the  States;"	505	"5"
" limit  federal  requirements  on both  private  insurance  and  Medicaid;"	505	"5"
" assist  all  patients,  including  those  with  preexisting  conditions, through  reinsurance  and  risk  adjustment;"	504	"5"
" and  promote  nonlitigation  alternatives  for  dispute  resolution."	504	"5"
" We  call  on  State  officials  to  carefully  consider the  increased  costs  of  medical  mandates,  imposed under  their  laws,  which  may  price  many  lowincome families  out  of  the  insurance  market.  "	301	"3"
" We  call  on  the government  to  permanently  ban  all  federal  funding and  subsidies  for  abortion  and  healthcare  plans  that include  abortion  coverage."	603	"6"
"To  achieve  a  free  market  in  healthcare  and  ensure competition,  we  will  promote  price  transparency  so that  consumers  will  know  the  actual  cost  of  treatments  before  they  undergo  them.  "	401	"4"
"When  patients  are aware  of  costs,  they  are  less  likely  to  overutilize  services."	505	"5"
"We support legislation to cap noneconomic damages in medical malpractice lawsuits,"	403	"4"
"thereby relieving conscientious providers of burdens that are not rightly theirs and addressing a serious cause of escalating medical bills."	403	"4"
"We will empower individuals and small businesses to form purchasing pools in order to expand coverage to the uninsured."	402	"4"
"Individuals with preexisting conditions who maintain continuous insurance coverage should be protected from discrimination."	503	"5"
"  We  support  technology  enhancements  for  medical  health  records  and  data  systems"	411	"4"
"while  affirming  patient  privacy  and  ownership  of health  information.  "	201	"2"
"Ensuring Consumer Choice in Healthcare"	NA	NA
"Consumer choice is the most powerful factor in healthcare reform."	401	"4"
"Today’s highly mobile work force requires portability of insurance coverage that can go with them from job to job."	504	"5"
"The need to maintain coverage should not dictate where families have to live and work."	603	"6"
"Putting the patient at the center of policy decisions will increase choice and reduce costs while ensuring that services provide what Americans actually want."	505	"5"
"We must end tax discrimination against the individual purchase of insurance and allow consumers to purchase insurance across State lines."	401	"4"
"While promoting “coinsurance” products and alternatives to “fee for service,” government must promote Health Savings Accounts and Health Reimbursement Accounts to be used for insurance premiums"	505	"5"
"and should encourage the private sector to rate competing insurance plans."	401	"4"
"We will ensure that America’s aging population has access to safe and affordable care."	504	"5"
"Because seniors overwhelmingly desire to age at home, we will make home care a priority in public policy."	504	"5"
"We will champion the right of individual choice in senior care."	505	"5"
